연번,"광역
단체명","기초
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도",예산(백만원),,,,방문객수(前년),,전담조직(축제사무국),,,"국비지원
부처명",담당자,
843, 충북 ,영동군,제19회 영동곶감축제,특산물,1.5.~1.25.,온라인,온라인,2003, - ,450, - ,450,"35,600", - ,영동축제관광재단,재단법인,영동군 조례 제2575호 영동군 재단법인 영동축제관광재단 설립 및 지원 조례(2016년),,김영환,043-740-3213
844, 충북 ,영동군,제17회 영동포도축제,특산물,8.25.~8.28.,영동레인보우힐링관광지,혼합형,2004, - ,860, - ,860,"161,870", - ,영동축제관광재단,재단법인,영동군 조례 제2575호 영동군 재단법인 영동축제관광재단 설립 및 지원 조례(2016년),,김영환,043-740-3213
845, 충북 ,영동군,제53회 영동난계국악축제,문화예술,10.7.~10.10.,영동레인보우힐링관광지,오프라인,1965, - ,"1,100", - ,"1,100","220,658", - ,영동축제관광재단,재단법인,영동군 조례 제2575호 영동군 재단법인 영동축제관광재단 설립 및 지원 조례(2016년),한국문화예술위원회,김영환,043-740-3213
846, 충북 ,영동군,제11회 대한민국와인축제,특산물,10.7.~10.10.,영동레인보우힐링관광지,혼합형,2010, - ,455, - ,455,"135,092", - ,영동축제관광재단,재단법인,영동군 조례 제2575호 영동군 재단법인 영동축제관광재단 설립 및 지원 조례(2016년),,김영환,043-740-3213
847, 충북 ,증평군,증평들노래축제,전통역사,5~6월,증평민속체험박물관 일원,미정,2004, - ,60, - ,60, - , - ,증평장뜰두레농요보존회,비영리문화예술단체,증평군 문화예술 진흥 조례,문체부,도태완,043-835-4143
848, 충북 ,증평군,증평인삼골축제,특산물(기타),9~10월,증평보강천체육공원 일원,미정,1992, - ,334, - ,334, - , - ,증평문화원,사단법인,지방문화원진흥법,문체부,김경애,043-835-4142
849, 충북 ,진천군,제22회 생거진천 농다리축제,전통역사,5월중,농다리 일원,미정,2000, - ,338, - ,338, - , - ,진천문화원 / 생거진천농다리축제추진위원회,사단법인,지방문화원진흥법 / -,-,조희진,043-539-3603
850, 충북 ,진천군,제43회 생거진천 문화축제,주민화합,10월중,백곡천 일원,미정,1979, - ,604, - ,604,"626,211", - ,진천문화원 / 생거진천문화축제추진위원회,사단법인,지방문화원진흥법 / -,-,조희진,043-539-3603
851, 충북 ,괴산군,2022 괴산대학찰옥수수축제,특산물,7월 중순(3일),괴산유기농엑스포광장,대면,2022, - ,290, - ,290, - , - ,괴산축제위원회,위원회,괴산축제위원회 운영에 관한 조례,,정윤진 ,043-830-3463
852, 충북 ,괴산군,2022 괴산고추축제,특산물,8월 말일(4일),괴산유기농엑스포광장,혼합형,2000, - ,"1,140", - ,"1,140","4,228", - ,괴산축제위원회,위원회,괴산축제위원회 운영에 관한 조례,,민헤만,043-830-3462
853, 충북 ,괴산군,2022 괴산김장축제,특산물,11월 초(3일),괴산유기농엑스포광장,혼합형,2019, - ,500, - ,500,"2,000",20,괴산축제위원회,위원회,괴산축제위원회 운영에 관한 조례,,최예진,043-830-3464
854, 충북 ,음성군,제23회 음성품바축제,문화예술,9.21.~9.25.,설성공원,혼합형,2000,30,750, - ,780," 400,000(유튜브조회수) ", - ,음성예총,사단법인,음성군 축제 추진위원회 설치 및 운영조례,문체부,황정연,043-871-3402
855, 충북 ,음성군,제41회 설성문화제,전통역사,미정,설성공원,혼합형,1982, - ,400, - ,400, 전년미개최 , 전년미개최 ,음성문화원,사단법인,음성군 축제 추진위원회 설치 및 운영조례,해당없음,황정연,043-871-3402
856, 충북 ,음성군,2022 음성명작페스티벌,특산물,9월말~10월초(미정),금빛근린공원(금왕읍),대면,신규, - ,700, - ,700, 전년미개최 , 전년미개최 ,,실무위윈회,음성군 축제 추진위원회 설치 및 운영 조례,해당없음,최용환,043-871-3692
857, 충북 ,단양군,제38회 소백산철쭉제,기타(주민화합 등),5월 중,상상의거리,대면,1983, - ,500, - ,500,"160,000", - ,단양문화원,비영리법인,단양문화원 육성진흥에 관한 조례,문체부,,
858, 충북 ,단양군,제24회 온달문화축제,문화예술,10월 중,온달관광지,대면,1996, - ,550, - ,550,"40,000", - ,단양문화원,비영리법인,단양문화원 육성진흥에 관한 조례,문체부,,
859, 충북 ,단양군,제5회 쌍둥이힐링페스티벌,문화예술,5월 중,상상의거리,대면,2016, - ,200, - ,200,"10,000", - ,단양문화원,비영리법인,단양문화원 육성진흥에 관한 조례,문체부,,
860,광주,시자체,2022 광주프린지페스티벌,문화예술,5.~10.,5.18. 민주광장 등 광주 일원,혼합형,2016년,0,1300,0,1300,"115,183명",,광주문화재단,재단법인,광주광역시 광주문화재단 설립 및 운영 조례,,강우성,062-613-3182
861,광주,시자체,2022 아트피크닉,문화예술,4.~10.,중외공원,혼합형,2016년,0,400,0,400,"30,251명",,미정,민간사업자,,,이은미,062-613-3433
862,광주,시자체,제29회 광주세계김치축제,"문화예술, 특산물",10.~11.,광주김치타운,혼합형,1994년,0,1061,0,1061,"350,000명",,"광주세계김치
축제위원회",위원회,광주세계김치축제위원회 운영규정,,최은아,062-613-3992
863,광주,동구,제19회 추억의 충장축제,문화예술,10월중,"충장로, 금남로 일원",혼합형,2004년,0,2400,0,2400,"211,639명",,추억의충장축제위원회,위원회,광주광역시 동구 추억의 충장축제 운영에 관한 조례,,박태경,062-608-2422
864,광주,서구,영산강 서창들녘 억새축제,생태자연,10.7.~10.10.,영산강 자전거길안내센터 일원,혼합형,2015년,0,377,0,377,"13,000명",,광주광역시 서구 문화예술과,공공,광주광역시 서구 문화예술진흥에관한 조례,,김성환,062-350-4792
865,광주,남구,제39회 고싸움놀이축제,전통역사,2월중,고싸움놀이테마파크,혼합형,1983년,0,200,0,200,"3,500명",,광주칠석고싸움놀이보존회,사단법인,무형문화재 보전 및 진흥에 관한 법률,,나다솔,062-607-2315
866,광주,남구,제11회 굿모닝!양림,문화예술,10월중,양림동 일원,혼합형,2011년,0,160,0,160,"6,000명",,남구문화원,사단법인,지방문화원진흥법,,임현균,062-607-2312
867,대구,본청,대구생활문화제 ,문화예술,"5월, 10월",대구생활문화센터 등 대구일원,혼합형,2014,0,170,0,170,895명,-,대구문화재단,재단법인,대구광역시 문화재단 설립 및 운영 조례,해당없음,김수진,053-803-3632
868,대구,본청,대구포크페스티벌,문화예술,07.28.~07.30.,코오롱야외음악당,혼합형,2015,0,310,0,310,2만명,-,대구포크페스티벌 조직위원회,사단법인,"문화예술진흥법 제3조, 제39조 등",해당없음,이선희,053-803-3746
869,대구,본청,대구국제재즈축제,문화예술,10월중,수성못,대면,2005,0,300,0,300,"2,400여명",-,대구국제재즈축제 조직위원회,민간단체,-,해당없음,이선희,053-803-3746
870,대구,본청,형형색색 달구벌 관등놀이,문화예술,4~5월중,대구전역,혼합형,2013,0,575,0,575,미개최,미개최,대구불교총연합회,사단법인,-,해당없음,손진현,053-803-3732
871,대구,본청,대구컬러풀페스티벌,문화예술,05.07.~05.08.,국채보상로 일원,대면,2005,0,"2,000",0,"2,000",미개최,미개최,대구문화재단,재단법인,대구광역시 문화재단 설립 및 운영 조례,해당없음,현준혁,053-803-6224
872,대구,본청,대구국제뮤지컬페스티벌,문화예술,06.24.~07.11.,오페라하우스 및 공연장,혼합형,2007,650,"2,300",0,"2,950","12,464명",-,대구국제뮤지컬페스티벌,사단법인,문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙,문체부,장수정,053-803-3791
873,대구,본청,대구국제오페라축제,문화예술,09.21.~11.12.,대구오페라하우스 등,혼합형,2003,0,"2,000",0,"2,000","27,855명",714명,(재)대구오페라하우스,재단법인,대구광역시 오페라하우스 설립 및 운영에 관한 조례,해당없음,유산나,053-803-3792
874,대구,본청,글로벌게임문화축제 e-Fun 2022,기타(산업육성),10월중,엑스코,혼합형,2000,0,370,0,370,499명,-,대구디지털산업진흥원,재단법인,대구디지털산업진흥원 설립 및 운영지원 조례,해당없음,유훈식,053-803-3801
875,대구,본청,팔공산 산중전통장터 승시 재연,전통역사,10월중,동화사,혼합형,2010,0,460,90,550,미개최,미개최,대한불교조계종 동화사,비영리법인,-,해당없음,권만혁,053-803-6514
876,대구,본청,대구치맥페스티벌,기타(산업육성),7월중,두류공원 일대,대면,2013,30,"1,240",900,"2,170",미개최,미개최,한국치맥산업협회,사단법인,민법 제32조,문체부,최서은,053-248-9998
877,대구,본청,대구국제패션문화페스티벌,기타(산업육성),7월중,온라인,온라인,2014,0,522,0,522,30만명(접속누계),-,없음,-,민간보조사업(한국패션산업연구원),해당없음,이민호,053-803-3352
878,대구,본청,대구 약령시 한방문화축제,전통역사,10월중,대구 약령시 일원,혼합형,1978,30,470,20,520,37만명,-,대구약령시보존위원회,사단법인,"민번 제32조, 대구광역시 사무의 민간위탁 촉진 및 관리 조례 제4조, 대구광역시 한의약박물관 관리 및 운영조례",문체부,이지은,053-803-6452
879,대구,중구,대구패션주얼리위크,특산물,05.13.~05.15.,주얼리특구,대면,2006,0,10,5,15,80명,-,패션주얼리특구상인회,상인회,전통시장 및 상점가 육성을 위한 특별법,해당없음,김민우,053-661-2646
880,대구,중구,대구스트리트모터페스티벌,"기타(주민화합, 산업육성)",05.14.~05.15.,대구 중구 남산동 자동차골목 일원,대면,2010,0,58,25,83,미개최,미개최,대구스트리트모터페스티벌 조직위원회,상인회,-,해당없음,홍성미,053-661-3014
881,대구,중구,종로맛길축제,"기타(주민화합, 산업육성)",5월중,종로 일대,대면,2022,0,77,33,110,미개최,미개최,종로맛집골목상인회,상인회,-,해당없음,김누리,053-661-2643
882,대구,중구,"문화재의 밤, 대구로시간여행",문화예술,8월중,"청라언덕
경상감영",혼합형,2022,0,150,0,150,미개최,미개최,없음,-,-,해당없음,김동균,053-661-2195
883,대구,중구,김광석 나의노래 다시부르기,문화예술,9월중,신천둔치,혼합형,2013,0,165,0,165,무관중,-,대구문화방송㈜,법인,-,해당없음,조효남,053-661-2177
884,대구,중구,서문시장글로벌대축제,전통역사,10월 중,서문시장일대,혼합형,1997,150,80,20,250,미개최,미개최,서문시장상가연합회,비영리법인,-,중기부,권남국,053-661-2673
885,대구,중구,빨간구두이야기,문화예술,10월중,향촌동 수제화골목,혼합형,2014,0,23.5,4,27.5,"2,000명
(온라인 실시간 스트리밍 시청자수)",-,대구광역시 수제화협회,비영리법인,-,해당없음,성윤제,053-661-2647
886,대구,중구,교동시장한마음축제,전통역사,10월중,교동시장일대,혼합형,2011,40,20,10,70,미개최,미개최,교동시장활성화구역상인회,비영리법인,-,중기부,권남국,053-661-2673
887,대구,중구,동성로축제,"기타(주민화합, 산업육성)",10월중,동성로일원,혼합형,1990,0,30,미정,30,온라인 비대면 ,-,(사)달성문화선양회,비영리민간단체,-,해당없음,조효남,053-661-2177
888,대구,중구,봉산미술제,문화예술,10월중,봉산문화거리일원,혼합형,1993,0,20,미정,20,0.1만(혼합형),-,봉산문화협회,비영리민간단체,-,해당없음,조효남,053-661-2177
889,대구,중구,김광석페스티벌,문화예술,10월중,김광석거리일원,혼합형,2020,0,30,미정,30,온라인 비대면 ,-,방천문화예술협회,비영리민간단체,-,해당없음,조효남,053-661-2177
890,대구,중구,대구화교중화문화축제,문화예술,10월중,"대구화교소학교, 종로거리일원",혼합형,2006,0,20,미정,20,미개최,미개최,대구화교협회,비영리민간단체,-,해당없음,조효남,053-661-2177
891,대구,동구,팔공산벚꽃축제,생태자연,4월중,"팔공산
동화지구",대면,2009,0,30,0,30,미개최,미개최,팔공산 동화지구 상가번영회,축제조직위,-,해당없음,박윤미,053-662-4072
892,대구,동구,(미정)동구대표축제,주민화합,10월중,미정,대면,2022,0,200,0,200,미개최,미개최,대구 동구,공공(시군구),-,해당없음,박윤미,053-662-4072
893,대구,동구,용암산성옥샘문화제,전통역사,10월중,"불로천
다목적광장",대면,2006,0,15,0,15,미개최,미개최,용암산성 옥샘문화제 추진위원회,축제조직위,-,해당없음,박윤미,053-662-4072
894,대구,동구,팔공산 단품축제,생태자연,10월중,"팔공산
동화지구",대면,2000,0,30,0,30,미개최,미개최,팔공산 동화지구 상가번영회,축제조직위,-,해당없음,박윤미,053-662-4072
895,대구,서구,"달구벌목민관 부임
마을축제",전통역사,10월중,"서구일대 
북비산 네거리",대면,2015,0,40,0,40,미개최,미개최,대구 서구,공공(시군구),-,해당없음,전소희,053-663-2184
896,대구,남구,대덕제 대구앞산축제,주민화합,4월~6월중,앞산 일원 ,대면,1987,0,280,0,280,미개최,미개최,남구문화행사추진위원회,임의단체,대구광역시 남구 축제 운영에 관한 조례,해당없음,최민현,053-664-3262
897,대구,남구,대구할로윈축제,주민화합,10월중,앞산카페거리 및 안지랑곱창골목,대면,2019,0,80,0,80,미개최,미개최,남구문화행사추진위원회,임의단체,대구광역시 남구 축제 운영에 관한 조례,해당없음,최민현,053-664-3262
898,대구,북구,금호강바람소리길축제,문화예술/생태환경,9월~10월중,금호강 산격대교 하단,미정,2015,0,340,0,340,"50,000명",-,행복북구문화재단,재단법인,대구광역시 북구 문화재단 설립 및 운영에 관한 조례,해당없음,이효영,053-665-2172
899,대구,북구,논두렁밭두렁마을축제,생태환경,10월중,학정동 들녘,대면,2014,0,20,10,30,"4,000명",-,강북풀뿌리단체협의회,민간,-,해당없음,이효영,053-665-2172
900,대구,수성구,수성못페스티벌,문화예술,09.23.~09.25.,수성못 일원 ,대면,2014,0,370,0,370,미개최,미개최,수성문화재단,재단법인,대구광역시 수성구 문화재단 설립 및 운영에 관한 조례,해당없음,서은영,053-666-2163
901,대구,달서구,장미꽃 필 무렵,생태자연,05.20.~05.22.,이곡장미공원 등,대면,2011,0,60,0,60,"2,730명",-,달서문화재단,재단법인,대구광역시달서구 문화재단 설립 및 운영에 관한 조례(2021년),해당없음,전영롱,053-584-9714
902,대구,달서구,선사문화체험축제,전통역사,10.08.~10.09.,한샘청동공원 등,대면,2015,0,50,0,50,미개최,미개최,달서구문화원,사단법인,지방문화원진흥법,해당없음,강효승,053-554-4800
903,대구,달성군,비슬산 참꽃문화제,문화예술,4월중,비슬산일원,혼합형,1997,0,260,0,250,"180,000명",-,달성문화재단,재단법인,달성군 달성문화재단 설립 및 운영 조례(2013년),해당없음,임재화,053-668-2172
